userId,title,tag
599,2001: A Space Odyssey (1968),mystery
599,2001: A Space Odyssey (1968),Oscar (Best Effects - Visual Effects)
599,2001: A Space Odyssey (1968),overrated
599,2001: A Space Odyssey (1968),philosophical
599,2001: A Space Odyssey (1968),relaxing
599,2001: A Space Odyssey (1968),revolutionary
599,2001: A Space Odyssey (1968),robots
599,2001: A Space Odyssey (1968),sci-fi
599,2001: A Space Odyssey (1968),setting:space/space ship
599,2001: A Space Odyssey (1968),slow
599,2001: A Space Odyssey (1968),slow paced
599,2001: A Space Odyssey (1968),soundtrack
599,2001: A Space Odyssey (1968),space
599,2001: A Space Odyssey (1968),space travel
599,2001: A Space Odyssey (1968),spacecraft
599,2001: A Space Odyssey (1968),Stanley Kubrick
599,2001: A Space Odyssey (1968),superb soundtrack
599,2001: A Space Odyssey (1968),surreal
599,2001: A Space Odyssey (1968),technology
599,2001: A Space Odyssey (1968),tedious
599,2001: A Space Odyssey (1968),visual
599,2001: A Space Odyssey (1968),visually appealing
474,All About Eve (1950),Hollywood
474,"Women, The (1939)",divorce
474,Rebecca (1940),Mrs. DeWinter
474,Foreign Correspondent (1940),Europe
474,Foreign Correspondent (1940),journalism
474,Foreign Correspondent (1940),war
474,Notorious (1946),assassination
474,Spellbound (1945),amnesia
474,Father of the Bride (1950),wedding
474,Ninotchka (1939),Cold War
474,Ninotchka (1939),Russia
474,Gigi (1958),prostitution
474,"Adventures of Robin Hood, The (1938)",swashbuckler
474,"Mark of Zorro, The (1940)",swashbuckler
474,"Ghost and Mrs. Muir, The (1947)",ghosts
474,Lost Horizon (1937),Shangri-La
474,Top Hat (1935),Astaire and Rogers
474,My Man Godfrey (1936),butler
474,My Man Godfrey (1936),homeless
474,My Man Godfrey (1936),screwball
474,Giant (1956),oil
474,"Thin Man, The (1934)",Nick and Nora Charles
474,His Girl Friday (1940),Screwball
474,Around the World in 80 Days (1956),race
474,It's a Wonderful Life (1946),Christmas
474,Mr. Smith Goes to Washington (1939),Politics
474,Bringing Up Baby (1938),leopard
474,Bringing Up Baby (1938),screwball
474,Penny Serenade (1941),adoption
474,"39 Steps, The (1935)",fugitive
474,Night of the Living Dead (1968),zombies
474,"African Queen, The (1951)",missionary
474,Beat the Devil (1953),crime
474,Cat on a Hot Tin Roof (1958),Tennessee Williams
474,Meet John Doe (1941),journalism
474,"Farewell to Arms, A (1932)",Hemingway
474,Fly Away Home (1996),Animal movie
474,Michael Collins (1996),Ireland
474,Big Night (1996),food
474,"Chamber, The (1996)",death penalty
474,"Chamber, The (1996)",John Grisham
474,"Love Bug, The (1969)",Disney
474,"Love Bug, The (1969)",race
474,"Parent Trap, The (1961)",twins
474,Cinderella (1950),Disney
474,"Sword in the Stone, The (1963)",Disney
474,"Sword in the Stone, The (1963)",King Arthur
474,Mary Poppins (1964),Disney
474,Mary Poppins (1964),nanny
474,Dumbo (1941),Disney
474,Pete's Dragon (1977),Disney
474,Alice in Wonderland (1951),Disney
474,"Fox and the Hound, The (1981)",Disney
474,"Sound of Music, The (1965)",Rogers and Hammerstein
474,Secrets & Lies (1996),In Netflix queue
474,That Thing You Do! (1996),Music
357,William Shakespeare's Romeo + Juliet (1996),Amazing Cinematography
357,William Shakespeare's Romeo + Juliet (1996),Leonardo DiCaprio
357,William Shakespeare's Romeo + Juliet (1996),shakespeare
357,William Shakespeare's Romeo + Juliet (1996),updated classics
474,William Shakespeare's Romeo + Juliet (1996),Shakespeare
474,Shall We Dance (1937),Astaire and Rogers
474,Crossfire (1947),anti-Semitism
474,"Innocents, The (1961)",governess
474,"Fish Called Wanda, A (1988)",fish
474,Monty Python's Life of Brian (1979),Bible
474,Monty Python's Life of Brian (1979),parody
474,Monty Python's Life of Brian (1979),religion
474,Victor/Victoria (1982),cross dressing
474,"Candidate, The (1972)",politics
474,Bonnie and Clyde (1967),1920s
474,Bonnie and Clyde (1967),gangsters
474,Dirty Dancing (1987),dance
474,Dirty Dancing (1987),music
424,Reservoir Dogs (1992),ensemble cast
424,Reservoir Dogs (1992),nonlinear
424,Reservoir Dogs (1992),Quentin Tarantino
424,Reservoir Dogs (1992),stylized
474,Reservoir Dogs (1992),heist
474,Reservoir Dogs (1992),violence
477,Reservoir Dogs (1992),humorous
477,Reservoir Dogs (1992),neo-noir
477,Reservoir Dogs (1992),Quentin Tarantino
477,Reservoir Dogs (1992),religion
477,Reservoir Dogs (1992),Tarantino
474,Platoon (1986),Vietnam
474,"Doors, The (1991)",1960s
474,"Doors, The (1991)",Jim Morrison
474,"Doors, The (1991)",music
474,Sophie's Choice (1982),Holocaust
474,E.T. the Extra-Terrestrial (1982),aliens
289,Top Gun (1986),predictable
474,Top Gun (1986),Navy
474,Rebel Without a Cause (1955),1950s
474,Rebel Without a Cause (1955),adolescence
474,"Streetcar Named Desire, A (1951)",Tennessee Williams
424,"People vs. Larry Flynt, The (1996)",freedom of expression
474,On Golden Pond (1981),aging
474,"Return of the Pink Panther, The (1975)",Clousseau
474,Private Benjamin (1980),military
424,Monty Python and the Holy Grail (1975),british comedy
424,Monty Python and the Holy Grail (1975),Monty Python
474,Monty Python and the Holy Grail (1975),England
474,Monty Python and the Holy Grail (1975),King Arthur
474,When We Were Kings (1996),boxing
474,When We Were Kings (1996),In Netflix queue
474,Wallace & Gromit: The Wrong Trousers (1993),Aardman
474,Bob Roberts (1992),politics
474,Enchanted April (1992),Italy
474,Paths of Glory (1957),court
474,Paths of Glory (1957),military
474,"Grifters, The (1990)",crime
474,"English Patient, The (1996)",adultery
474,My Left Foot (1989),In Netflix queue
474,Passion Fish (1992),disability
474,Strictly Ballroom (1992),Australia
474,Strictly Ballroom (1992),dance
474,"Thin Blue Line, The (1988)",In Netflix queue
474,"Thin Blue Line, The (1988)",police
424,One Flew Over the Cuckoo's Nest (1975),emotional
424,One Flew Over the Cuckoo's Nest (1975),jack nicholson
474,One Flew Over the Cuckoo's Nest (1975),mental illness
474,Star Wars: Episode V - The Empire Strikes Back (1980),I am your father
474,Star Wars: Episode V - The Empire Strikes Back (1980),space
474,Star Wars: Episode V - The Empire Strikes Back (1980),space opera
477,Star Wars: Episode V - The Empire Strikes Back (1980),classic
477,Star Wars: Episode V - The Empire Strikes Back (1980),George Lucas
477,Star Wars: Episode V - The Empire Strikes Back (1980),Harrison Ford
477,Star Wars: Episode V - The Empire Strikes Back (1980),music
477,Star Wars: Episode V - The Empire Strikes Back (1980),original plot
477,Star Wars: Episode V - The Empire Strikes Back (1980),sci-fi
477,Star Wars: Episode V - The Empire Strikes Back (1980),sequel
474,"Princess Bride, The (1987)",Inigo Montoya
474,"Princess Bride, The (1987)",six-fingered man
424,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),adventure
424,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),archaeology
424,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),indiana jones
424,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Steven Spielberg
424,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),treasure hunt
474,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),archaeology
474,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),ark of the covenant
474,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),indiana jones
424,Aliens (1986),action
424,Aliens (1986),aliens
424,Aliens (1986),horror
424,Aliens (1986),sci-fi
424,Aliens (1986),space
424,Aliens (1986),space craft
424,Aliens (1986),SPACE TRAVEL
424,Aliens (1986),suspense
474,Aliens (1986),space
474,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",spaghetti western
474,12 Angry Men (1957),court
567,12 Angry Men (1957),claustrophobic
567,12 Angry Men (1957),confrontational
567,12 Angry Men (1957),earnest
567,12 Angry Men (1957),good dialogue
567,12 Angry Men (1957),great screenplay
567,12 Angry Men (1957),gritty
567,12 Angry Men (1957),Motivational
567,12 Angry Men (1957),thought-provoking
474,Lawrence of Arabia (1962),Middle East
474,"Clockwork Orange, A (1971)",brainwashing
474,To Kill a Mockingbird (1962),Harper Lee
474,To Kill a Mockingbird (1962),racism
474,Apocalypse Now (1979),Vietnam
474,Once Upon a Time in the West (C'era una volta il West) (1968),spaghetti western
474,Star Wars: Episode VI - Return of the Jedi (1983),darth vader
474,Star Wars: Episode VI - Return of the Jedi (1983),luke skywalker
474,Star Wars: Episode VI - Return of the Jedi (1983),space opera
474,"Third Man, The (1949)",ferris wheel
474,"Third Man, The (1949)",Venice
474,"Third Man, The (1949)",zither
474,Goodfellas (1990),Mafia
474,Alien (1979),aliens
474,Ran (1985),samurai
424,Psycho (1960),Alfred Hitchcock
424,Psycho (1960),psychology
424,Psycho (1960),suspenseful
424,Psycho (1960),tense
474,Psycho (1960),Norman Bates
477,Psycho (1960),Alfred Hitchcock
477,Psycho (1960),black and white
477,Psycho (1960),imdb top 250
477,Psycho (1960),remade
474,"Blues Brothers, The (1980)",Saturday Night Live
18,"Godfather: Part II, The (1974)",Al Pacino
18,"Godfather: Part II, The (1974)",Mafia
474,"Godfather: Part II, The (1974)",Mafia
474,Full Metal Jacket (1987),Vietnam
477,Full Metal Jacket (1987),anti-war
474,"Grand Day Out with Wallace and Gromit, A (1989)",moon
474,Henry V (1989),Shakespeare
474,Amadeus (1984),Mozart
474,Amadeus (1984),Salieri
474,Raging Bull (1980),boxing
474,Annie Hall (1977),New York
474,"Right Stuff, The (1983)",NASA
474,"Right Stuff, The (1983)",space
474,"Boot, Das (Boat, The) (1981)",submarine
474,"Sting, The (1973)",The Entertainer
474,Harold and Maude (1971),May-December romance
474,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",chess
474,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",death
567,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",atmospheric
567,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",cerebral
567,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",existentialism
567,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",philosophical
567,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",reflective
424,"Terminator, The (1984)",Action
424,"Terminator, The (1984)",artificial intelligence
424,"Terminator, The (1984)",robots
424,"Terminator, The (1984)",Sci-Fi
424,"Terminator, The (1984)",special effects
424,"Terminator, The (1984)",tense
424,"Terminator, The (1984)",time travel
474,"Terminator, The (1984)",robots
474,Glory (1989),Civil War
474,Rosencrantz and Guildenstern Are Dead (1990),Shakespeare sort of
474,Manhattan (1979),black and white
474,Miller's Crossing (1990),Mafia
336,Dead Poets Society (1989),highschool
474,Dead Poets Society (1989),High School
474,"Graduate, The (1967)",Simon and Garfunkel
474,"Femme Nikita, La (Nikita) (1990)",hit men
474,"Bridge on the River Kwai, The (1957)",POW
474,Chinatown (1974),incest
474,"Day the Earth Stood Still, The (1951)",aliens
474,"Treasure of the Sierra Madre, The (1948)",Cold
474,Better Off Dead... (1985),skiing
424,"Shining, The (1980)",atmospheric
424,"Shining, The (1980)",disturbing
424,"Shining, The (1980)",Horror
424,"Shining, The (1980)",jack nicholson
424,"Shining, The (1980)",masterpiece
424,"Shining, The (1980)",psychological
424,"Shining, The (1980)",Stanley Kubrick
424,"Shining, The (1980)",suspense
474,"Shining, The (1980)",Stephen King
474,Stand by Me (1986),Stephen King
474,M (1931),serial killer
567,M (1931),atmospheric
567,M (1931),chilly
567,M (1931),creepy
567,M (1931),menacing
567,M (1931),mental illness
567,M (1931),oninous
474,"Great Escape, The (1963)",POW
474,"Deer Hunter, The (1978)",Vietnam
474,Unforgiven (1992),revenge
474,"Manchurian Candidate, The (1962)",assassination
474,"Manchurian Candidate, The (1962)",brainwashing
474,Arsenic and Old Lace (1944),murder
474,Back to the Future (1985),time travel
474,Patton (1970),World War II
477,Akira (1988),animation
477,Akira (1988),anime
477,Akira (1988),visually stunning
474,Cool Hand Luke (1967),prison
474,Cyrano de Bergerac (1990),In Netflix queue
474,Young Frankenstein (1974),spoof
474,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),In Netflix queue
474,"Great Dictator, The (1940)",Nazis
474,Fantasia (1940),Disney
474,High Noon (1952),gunfight
474,"Big Sleep, The (1946)",Hammett
474,Heathers (1989),high school
327,This Is Spinal Tap (1984),music
474,This Is Spinal Tap (1984),heavy metal
474,This Is Spinal Tap (1984),mockumentary
474,This Is Spinal Tap (1984),music
474,Indiana Jones and the Last Crusade (1989),archaeology
474,Indiana Jones and the Last Crusade (1989),Holy Grail
474,Being There (1979),television
474,Gandhi (1982),India
474,"Room with a View, A (1986)",E. M. Forster
474,"Killing Fields, The (1984)",Cambodia
474,"Killing Fields, The (1984)",Vietnam
474,Forbidden Planet (1956),Shakespeare sort of
474,Forbidden Planet (1956),space
474,Field of Dreams (1989),baseball
474,"Man Who Would Be King, The (1975)",India
474,Butch Cassidy and the Sundance Kid (1969),crime
474,When Harry Met Sally... (1989),New York
474,"Birds, The (1963)",birds
424,Cape Fear (1991),horror
424,Cape Fear (1991),Juliette Lewis
424,Cape Fear (1991),Martin Scorsese
424,Cape Fear (1991),Robert De Niro
474,Cape Fear (1991),remake
474,Cape Fear (1962),lawyer
474,Carrie (1976),high school
474,Carrie (1976),prom
474,Carrie (1976),Stephen King
474,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",vampires
474,"Omen, The (1976)",demons
474,"Mirror Has Two Faces, The (1996)",personals ads
474,Breaking the Waves (1996),religion
474,Star Trek: First Contact (1996),Borg
606,Shine (1996),music
474,Sling Blade (1996),ex-con
474,Paradise Lost: The Child Murders at Robin Hood Hills (1996),In Netflix queue
474,"Preacher's Wife, The (1996)",religion
474,"Crucible, The (1996)",Arthur Miller
474,101 Dalmatians (1996),dogs
474,101 Dalmatians (1996),remake
474,Star Trek VI: The Undiscovered Country (1991),Klingons
474,Star Trek II: The Wrath of Khan (1982),Captain Kirk
474,Star Trek IV: The Voyage Home (1986),whales
474,Batman Returns (1992),superhero
474,Grease (1978),high school
474,Grease 2 (1982),high school
474,Jaws (1975),Shark
474,Jaws 3-D (1983),shark
474,Jerry Maguire (1996),sports
474,Raising Arizona (1987),Coen Brothers
474,Sneakers (1992),spying
474,In Love and War (1996),Hemingway
474,Scream (1996),slasher
474,Scream (1996),spoof
474,"Last of the Mohicans, The (1992)",Hawkeye
474,"Last of the Mohicans, The (1992)",James Fennimore Cooper
474,Hamlet (1996),Shakespeare
474,"Whole Wide World, The (1996)",Conan
474,Evita (1996),Andrew Lloyd Weber
474,Hearts and Minds (1996),In Netflix queue
474,Hearts and Minds (1996),Vietnam
474,Benny & Joon (1993),mental illness
573,Benny & Joon (1993),Not Seen
474,Kolya (Kolja) (1996),In Netflix queue
474,Waiting for Guffman (1996),mockumentary
474,Donnie Brasco (1997),Mafia
474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),jungle
474,Liar Liar (1997),lawyer
474,Anna Karenina (1997),Tolstoy
474,Grosse Pointe Blank (1997),hit men
474,Grosse Pointe Blank (1997),reunion
474,Romy and Michele's High School Reunion (1997),reunion
474,Shall We Dance? (Shall We Dansu?) (1996),ballroom dance
474,Brassed Off (1996),In Netflix queue
474,"Lost World: Jurassic Park, The (1997)",dinosaurs
474,Ponette (1996),death
21,My Best Friend's Wedding (1997),romantic comedy
21,My Best Friend's Wedding (1997),wedding
474,My Best Friend's Wedding (1997),weddings
474,Face/Off (1997),transplants
474,Men in Black (a.k.a. MIB) (1997),aliens
474,G.I. Jane (1997),military
474,Air Force One (1997),president
474,"Hunt for Red October, The (1990)",Tom Clancy
474,L.A. Confidential (1997),Police
424,"Game, The (1997)",mindfuck
424,"Game, The (1997)",Mystery
424,"Game, The (1997)",plot twist
424,"Game, The (1997)",psychological
424,"Game, The (1997)",suspense
424,"Game, The (1997)",twist ending
474,"Game, The (1997)",twist ending
537,"Game, The (1997)",Mystery
474,"Ice Storm, The (1997)",1970s
474,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",England
474,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Queen Victoria
474,The Devil's Advocate (1997),lawyers
474,Washington Square (1997),Henry James
474,Gattaca (1997),future
567,Gattaca (1997),intelligent
567,Gattaca (1997),thought-provoking
474,Stripes (1981),military
474,"Rainmaker, The (1997)",In Netflix queue
474,Witness (1985),Amish
474,Sliding Doors (1998),alternate universe
474,"Truman Show, The (1998)",TV
474,"Wings of the Dove, The (1997)",Henry James
424,Good Will Hunting (1997),inspirational
567,Good Will Hunting (1997),heartwarming
567,Good Will Hunting (1997),inspirational
474,Midnight in the Garden of Good and Evil (1997),Savannah
474,Scream 2 (1997),sequel
474,Scream 2 (1997),slasher
474,Scream 2 (1997),spoof
474,"Sweet Hereafter, The (1997)",Canada
474,"Sweet Hereafter, The (1997)",death
474,Titanic (1997),shipwreck
537,Titanic (1997),romance
125,"Postman, The (1997)",Kevin Costner
125,"Postman, The (1997)",Post apocalyptic
474,"Big Lebowski, The (1998)",Coen Brothers
599,"Big Lebowski, The (1998)",black comedy
599,"Big Lebowski, The (1998)",bowling
599,"Big Lebowski, The (1998)",classic
599,"Big Lebowski, The (1998)",coen brothers
599,"Big Lebowski, The (1998)",comedy
599,"Big Lebowski, The (1998)",crime
599,"Big Lebowski, The (1998)",Cult classic
599,"Big Lebowski, The (1998)",cult film
599,"Big Lebowski, The (1998)",dark comedy
599,"Big Lebowski, The (1998)",deadpan
599,"Big Lebowski, The (1998)",drugs
599,"Big Lebowski, The (1998)",funny
599,"Big Lebowski, The (1998)",great dialogue
599,"Big Lebowski, The (1998)",great soundtrack
599,"Big Lebowski, The (1998)",Highly quotable
599,"Big Lebowski, The (1998)",imdb top 250
599,"Big Lebowski, The (1998)",Jeff Bridges
599,"Big Lebowski, The (1998)",John Goodman
599,"Big Lebowski, The (1998)",Julianne Moore
599,"Big Lebowski, The (1998)",kidnapping
599,"Big Lebowski, The (1998)",marijuana
599,"Big Lebowski, The (1998)",Nudity (Full Frontal)
599,"Big Lebowski, The (1998)",off-beat comedy
599,"Big Lebowski, The (1998)",Philip Seymour Hoffman
599,"Big Lebowski, The (1998)",quirky
599,"Big Lebowski, The (1998)",ransom
599,"Big Lebowski, The (1998)",rug
599,"Big Lebowski, The (1998)",sarcasm
599,"Big Lebowski, The (1998)",satirical
599,"Big Lebowski, The (1998)",Steve Buscemi
599,"Big Lebowski, The (1998)",violence
474,Great Expectations (1998),Charles Dickens
474,Dark City (1998),amnesia
474,"Wedding Singer, The (1998)",1980s
573,Sphere (1998),good
474,Everest (1998),In Netflix queue
573,"Man in the Iron Mask, The (1998)",seen more than once
474,Primary Colors (1998),politics
474,"Spanish Prisoner, The (1997)",twist ending
474,"Last Days of Disco, The (1998)",No DVD at Netflix
474,Beyond Silence (Jenseits der Stille) (1996),In Netflix queue
474,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",In Netflix queue
474,Dream for an Insomniac (1996),generation X
474,"X-Files: Fight the Future, The (1998)",conspiracy
474,Out of Sight (1998),heist
474,Picnic at Hanging Rock (1975),Australia
567,Buffalo '66 (a.k.a. Buffalo 66) (1998),avant-garde romantic comedy
567,Buffalo '66 (a.k.a. Buffalo 66) (1998),elegiac
567,Buffalo '66 (a.k.a. Buffalo 66) (1998),melancholy
567,Buffalo '66 (a.k.a. Buffalo 66) (1998),quirky
567,Buffalo '66 (a.k.a. Buffalo 66) (1998),wry
474,Armageddon (1998),space
424,Pi (1998),hallucinatory
424,Pi (1998),mental illness
424,Pi (1998),mindfuck
424,Pi (1998),paranoid
474,Pi (1998),mathematics
567,Pi (1998),artsy
567,Pi (1998),atmospheric
567,Pi (1998),cerebral
567,Pi (1998),enigmatic
567,Pi (1998),existentialism
567,Pi (1998),hallucinatory
567,Pi (1998),insanity
567,Pi (1998),paranoia
567,Pi (1998),paranoid
567,Pi (1998),surreal
567,Pi (1998),tense
567,Pi (1998),visually appealing
327,There's Something About Mary (1998),Ben Stiller
424,There's Something About Mary (1998),Ben Stiller
424,There's Something About Mary (1998),crude humor
424,There's Something About Mary (1998),goofy
474,Mutiny on the Bounty (1935),ships
474,"Lost Weekend, The (1945)",alcoholism
474,Gentleman's Agreement (1947),anti-Semitism
474,Gentleman's Agreement (1947),Judaism
474,All the King's Men (1949),Huey Long
474,All the King's Men (1949),In Netflix queue
474,All the King's Men (1949),Robert Penn Warren
474,On the Waterfront (1954),boxing
474,On the Waterfront (1954),coulda been a contender
474,West Side Story (1961),Gangs
606,Tom Jones (1963),British
474,In the Heat of the Night (1967),racism
474,Oliver! (1968),Dickens
474,Midnight Cowboy (1969),prostitution
474,"French Connection, The (1971)",drugs
474,"French Connection, The (1971)",police
474,Rocky (1976),boxing
474,Rocky (1976),sports
474,Kramer vs. Kramer (1979),divorce
474,Chariots of Fire (1981),Olympics
474,Chariots of Fire (1981),sports
474,Out of Africa (1985),adultery
474,Out of Africa (1985),Africa
474,"Last Emperor, The (1987)",China
474,Rain Man (1988),autism
474,Driving Miss Daisy (1989),rasicm
474,Friday the 13th Part 2 (1981),Jason
474,Friday the 13th Part 3: 3D (1982),Jason
474,Friday the 13th Part IV: The Final Chapter (1984),Jason
474,Friday the 13th Part V: A New Beginning (1985),Jason
474,Friday the 13th Part VI: Jason Lives (1986),Jason
474,Halloween II (1981),halloween
474,Halloween III: Season of the Witch (1982),halloween
474,Poltergeist (1982),ghosts
474,Poltergeist II: The Other Side (1986),ghosts
474,Poltergeist III (1988),ghosts
474,"Exorcist, The (1973)",demons
474,"Mask of Zorro, The (1998)",California
474,"Mask of Zorro, The (1998)",Mexico
474,Back to the Future Part II (1989),time travel
474,Seven Samurai (Shichinin no samurai) (1954),samurai
474,Dangerous Liaisons (1988),adultery
474,"Last Temptation of Christ, The (1988)",Bible
474,"Last Temptation of Christ, The (1988)",Katzanzakis
62,"Godfather: Part III, The (1990)",Al Pacino
62,"Godfather: Part III, The (1990)",Andy Garcia
62,"Godfather: Part III, The (1990)",Classic
62,"Godfather: Part III, The (1990)",Francis Ford Coppola
62,"Godfather: Part III, The (1990)",mafia
474,Saving Private Ryan (1998),World War II
474,"Honey, I Shrunk the Kids (1989)",Disney
474,"Negotiator, The (1998)",police
474,"Parent Trap, The (1998)",twins
474,Roger & Me (1989),General Motors
474,Roger & Me (1989),Michigan
474,"Purple Rose of Cairo, The (1985)",In Netflix queue
474,Out of the Past (1947),memory
474,Tender Mercies (1983),music
474,And the Band Played On (1993),AIDs
474,And the Band Played On (1993),In Netflix queue
474,Blue Velvet (1986),sexuality
474,Blue Velvet (1986),suburbia
474,"Jungle Book, The (1967)",Disney
474,Lady and the Tramp (1955),Disney
474,101 Dalmatians (One Hundred and One Dalmatians) (1961),Disney
474,Something Wicked This Way Comes (1983),carnival
474,Something Wicked This Way Comes (1983),Ray Bradbury
474,Splash (1984),mermaid
474,L.A. Story (1991),weather forecaster
474,"Outsiders, The (1983)",S.E. Hinton
474,Indiana Jones and the Temple of Doom (1984),archaeology
474,"Lord of the Rings, The (1978)",Tolkein
573,"Lord of the Rings, The (1978)",classic
474,"Dead Zone, The (1983)",Stephen King
474,Cujo (1983),Stephen King
474,Children of the Corn (1984),Stephen King
62,"Addams Family, The (1991)",black comedy
62,"Addams Family, The (1991)",Christina Ricci
62,"Addams Family, The (1991)",Christopher Lloyd
62,"Addams Family, The (1991)",Family
62,"Addams Family, The (1991)",gothic
62,"Addams Family, The (1991)",quirky
567,Watership Down (1978),atmospheric
567,Watership Down (1978),beautiful
474,"Secret of NIMH, The (1982)",mice
474,Pretty in Pink (1986),1980s
474,Pretty in Pink (1986),high school
356,St. Elmo's Fire (1985),post-college
424,Rosemary's Baby (1968),Atmospheric
424,Rosemary's Baby (1968),creepy
424,Rosemary's Baby (1968),paranoia
424,Rosemary's Baby (1968),scary
424,Rosemary's Baby (1968),suspense
474,Rosemary's Baby (1968),demons
474,Blade (1998),vampires
474,Next Stop Wonderland (1998),aquarium
474,Next Stop Wonderland (1998),Boston
474,Next Stop Wonderland (1998),personals ads
474,Strangers on a Train (1951),murder
474,Stage Fright (1950),theater
474,"Untouchables, The (1987)",Capone
474,"Untouchables, The (1987)",gangsters
474,Lifeboat (1944),survival
474,Shadow of a Doubt (1943),small towns
474,Suspicion (1941),paranoia
474,"Lady Vanishes, The (1938)",train
474,Broadcast News (1987),journalism
474,Married to the Mob (1988),Mafia
474,Say Anything... (1989),In Your Eyes
474,Say Anything... (1989),Lloyd Dobbler
474,My Blue Heaven (1990),Mafia
474,"Few Good Men, A (1992)",court
474,"Few Good Men, A (1992)",military
474,Edward Scissorhands (1990),freaks
474,"Impostors, The (1998)",Screwball
424,"Night at the Roxbury, A (1998)",SNL
474,"Producers, The (1968)",Broadway
474,My Cousin Vinny (1992),court
474,"Mighty, The (1998)",adolescence
474,Children of a Lesser God (1986),death penalty
474,"Elephant Man, The (1980)",freaks
474,Life Is Beautiful (La Vita è bella) (1997),Holocaust
567,Life Is Beautiful (La Vita è bella) (1997),bittersweet
567,Life Is Beautiful (La Vita è bella) (1997),emotional
567,Life Is Beautiful (La Vita è bella) (1997),Heartwarming
567,Life Is Beautiful (La Vita è bella) (1997),poignant
567,Life Is Beautiful (La Vita è bella) (1997),sentimental
567,Life Is Beautiful (La Vita è bella) (1997),tear jerker
567,Life Is Beautiful (La Vita è bella) (1997),tearjerking
424,American History X (1998),thought-provoking
474,American History X (1998),racism
537,American History X (1998),edward norton
537,American History X (1998),emotional
537,American History X (1998),politics
474,"Siege, The (1998)",terrorism
474,"Waterboy, The (1998)",football
474,Elizabeth (1998),England
474,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",In Netflix queue
474,"Bug's Life, A (1998)",Pixar
474,Central Station (Central do Brasil) (1998),South America
474,"Celebration, The (Festen) (1998)",In Netflix queue
125,Very Bad Things (1998),dark comedy
125,Very Bad Things (1998),dark humor
474,Little Voice (1998),In Netflix queue
474,"Simple Plan, A (1998)",heist
477,Star Trek: Insurrection (1998),cameo:Whoopi Goldberg
477,Star Trek: Insurrection (1998),space opera
477,Star Trek: Insurrection (1998),Star Trek
474,"Prince of Egypt, The (1998)",Bible
474,"Prince of Egypt, The (1998)",Moses
474,Shakespeare in Love (1998),England
474,Rocky III (1982),boxing
474,Rocky IV (1985),boxing
474,Rocky V (1990),boxing
474,"Karate Kid, The (1984)",martial arts
474,"Karate Kid, Part II, The (1986)",martial arts
474,"Karate Kid, Part III, The (1989)",martial arts
474,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),christmas
474,You've Got Mail (1998),e-mail
474,You've Got Mail (1998),remake
474,Patch Adams (1998),doctors
573,Patch Adams (1998),bad
474,Hilary and Jackie (1998),In Netflix queue
474,Ruthless People (1986),kidnapping
474,"Name of the Rose, The (Name der Rose, Der) (1986)",religion
474,Crocodile Dundee (1986),Australia
474,Crocodile Dundee II (1988),Australia
474,Simply Irresistible (1999),food
474,"Last Days, The (1998)",Holocaust
474,"Last Days, The (1998)",Hungary
474,Office Space (1999),stapler
474,Office Space (1999),workplace
424,8MM (1999),Nicolas Cage
474,"Other Sister, The (1999)",disability
474,Christine (1983),Stephen King
474,Planet of the Apes (1968),twist ending
474,"Haunting, The (1963)",ghosts
474,Village of the Damned (1960),evil children
474,Children of the Damned (1963),evil children
474,"King and I, The (1956)",Siam
424,"Matrix, The (1999)",martial arts
424,"Matrix, The (1999)",sci-fi
474,"Matrix, The (1999)",alternate universe
537,"Matrix, The (1999)",philosophy
537,"Matrix, The (1999)",post apocalyptic
474,10 Things I Hate About You (1999),Shakespeare sort of
184,Following (1998),black and white
184,Following (1998),Christopher Nolan
184,Following (1998),directorial debut
184,Following (1998),mindfuck
